collection,split,file_stem,model_family,n_configs,node_count,edge_count,edge_per_node
tile:xla,train,bert_pretraining.8x8.fp32.performance_-51f5a40ac06e51cc,bert,387,9,8,0.8888888888888888
tile:xla,train,bert_pretraining.8x8.fp32.performance_-5e6c710e6d564f35,bert,158,103,115,1.116504854368932
tile:xla,train,bert_pretraining.8x8.fp32.performance_-6702494f873361d2,bert,986,86,89,1.0348837209302326
tile:xla,train,bert_pretraining.8x8.fp32.performance_-67a0df6a195491d1,bert,688,76,86,1.131578947368421
tile:xla,train,bert_pretraining.8x8.fp32.performance_-6cf1b96f90daa9fc,bert,99,47,47,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_-77e96f267926f3f5,bert,176,59,63,1.0677966101694916
tile:xla,train,bert_pretraining.8x8.fp32.performance_-784a1a48788a34b3,bert,1192,52,55,1.0576923076923077
tile:xla,train,bert_pretraining.8x8.fp32.performance_-792d1315cf5c0a52,bert,936,57,57,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_-b7798f3b6cb86ad,bert,170,47,48,1.0212765957446808
tile:xla,train,bert_pretraining.8x8.fp32.performance_-e8b1b078e8dbf92,bert,128,26,26,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_116e55ce836660da,bert,1212,36,36,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_11cd9e74e94b93fe,bert,960,37,37,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_171e1d9131764311,bert,117,8,7,0.875
tile:xla,train,bert_pretraining.8x8.fp32.performance_1ac63c660d3fc873,bert,32,31,31,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_218b5a9120a4d207,bert,953,37,37,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_257ca1e9fad024c0,bert,936,54,54,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_27b2fda7f900d351,bert,622,23,23,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_298a9f90305a6a1c,bert,170,51,53,1.0392156862745099
tile:xla,train,bert_pretraining.8x8.fp32.performance_29da0b1da765f664,bert,42,13,12,0.9230769230769231
tile:xla,train,bert_pretraining.8x8.fp32.performance_3119c13938da6da2,bert,50,52,58,1.1153846153846154
tile:xla,train,bert_pretraining.8x8.fp32.performance_317378e13c1e16c7,bert,623,22,21,0.9545454545454546
tile:xla,train,bert_pretraining.8x8.fp32.performance_33c3fa4706d00e10,bert,181,52,61,1.1730769230769231
tile:xla,train,bert_pretraining.8x8.fp32.performance_36e1f9aafd68fe1,bert,170,32,32,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_3a1fe90b136cb5fb,bert,75,47,50,1.0638297872340425
tile:xla,train,bert_pretraining.8x8.fp32.performance_3bcb5d1b987969d3,bert,961,41,42,1.024390243902439
tile:xla,train,bert_pretraining.8x8.fp32.performance_3c04e42bf03f1024,bert,211,19,19,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_3efc74054470c5e3,bert,24,19,19,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_425a1ee06bc05248,bert,53,13,12,0.9230769230769231
tile:xla,train,bert_pretraining.8x8.fp32.performance_4cc32c1a93fe868b,bert,211,12,11,0.9166666666666666
tile:xla,train,bert_pretraining.8x8.fp32.performance_4ee658b84988bab4,bert,541,40,39,0.975
tile:xla,train,bert_pretraining.8x8.fp32.performance_519925e8050989a0,bert,641,13,12,0.9230769230769231
tile:xla,train,bert_pretraining.8x8.fp32.performance_5328c79c4e1741cd,bert,162,8,7,0.875
tile:xla,train,bert_pretraining.8x8.fp32.performance_586f6554065f7d75,bert,85,39,39,1.0
tile:xla,train,bert_pretraining.8x8.fp32.performance_615a98d2ad2aef71,bert,117,8,7,0.875
tile:xla,train,bert_pretraining.8x8.fp32.performance_635ace4841073e1e,bert,1223,40,41,1.025
tile:xla,train,bert_pretraining.8x8.fp32.performance_6453141fdbdfb52c,bert,149,19,25,1.3157894736842106
tile:xla,train,bert_pretraining.8x8.fp32.performance_675b27755cb7aa43,bert,171,22,21,0.9545454545454546
tile:xla,train,bert_pretraining.8x8.fp32.performance_6a78964961a92e4e,bert,149,7,6,0.8571428571428571
tile:xla,train,bert_pretraining.8x8.fp32.performance_6cf1cfa7ba1ef3c8,bert,861,66,71,1.0757575757575757
tile:xla,train,bert_pretraining.8x8.fp32.performance_7e4be9699b0bb213,bert,443,45,46,1.0222222222222221
tile:xla,train,bert_pretraining.8x8.fp32.performance_98c5160f2a38126,bert,692,61,70,1.1475409836065573
tile:xla,train,bert_pretraining.8x8.fp32.performance_ac4129910261669,bert,960,29,28,0.9655172413793104
tile:xla,train,bert_pretraining.8x8.fp32.performance_ca8a089e06ae04,bert,185,73,78,1.0684931506849316
tile:xla,train,bert_pretraining.8x8.fp32.performance_d2e69494ec2a29d,bert,1160,66,76,1.1515151515151516
tile:xla,train,bert_squad.2x2.fp32_-121a46bc7c2bbbb7,bert,1077,13,12,0.9230769230769231
tile:xla,train,bert_squad.2x2.fp32_-1d4af7d38fb4902d,bert,174,7,6,0.8571428571428571
tile:xla,train,bert_squad.2x2.fp32_-1e604b845afe164c,bert,37,19,18,0.9473684210526315
tile:xla,train,bert_squad.2x2.fp32_-1f7d7f1acc70a3de,bert,782,45,46,1.0222222222222221
tile:xla,train,bert_squad.2x2.fp32_-1fdb7bb21fe7d727,bert,85,9,8,0.8888888888888888
tile:xla,train,bert_squad.2x2.fp32_-269d45782c98aa,bert,150,39,39,1.0
tile:xla,train,bert_squad.2x2.fp32_-29a8862e2248f90a,bert,261,37,39,1.054054054054054
tile:xla,train,bert_squad.2x2.fp32_-2a9438e91d9079ae,bert,1005,23,23,1.0
tile:xla,train,bert_squad.2x2.fp32_-2cfa77cc86efad0a,bert,1945,41,42,1.024390243902439
tile:xla,train,bert_squad.2x2.fp32_-2ea7c3f72b8b4df6,bert,61,49,58,1.183673469387755
tile:xla,train,bert_squad.2x2.fp32_-2f1be6682f888a24,bert,249,8,7,0.875
tile:xla,train,bert_squad.2x2.fp32_-33426bc0cc7e3aa6,bert,49,26,26,1.0
tile:xla,train,bert_squad.2x2.fp32_-362eed2f7cfd18a1,bert,168,47,47,1.0
tile:xla,train,bert_squad.2x2.fp32_-399fa81d99854135,bert,1929,58,59,1.0172413793103448
tile:xla,train,bert_squad.2x2.fp32_-45234dcbb497961b,bert,67,40,41,1.025
tile:xla,train,bert_squad.2x2.fp32_-4c9e1159ae0fd1fa,bert,50,13,12,0.9230769230769231
tile:xla,train,bert_squad.2x2.fp32_-53c92b31943bb50,bert,127,47,50,1.0638297872340425
tile:xla,train,bert_squad.2x2.fp32_-58657058c38ae928,bert,232,7,6,0.8571428571428571
tile:xla,train,bert_squad.2x2.fp32_-5f83403c7c19642c,bert,45,31,31,1.0
tile:xla,train,bert_squad.2x2.fp32_-70e3d6872422a7f,bert,2074,12,11,0.9166666666666666
tile:xla,train,bert_squad.2x2.fp32_-72da236b646a2ffc,bert,2496,66,76,1.1515151515151516
tile:xla,train,bert_squad.2x2.fp32_-788522c26d3c48c0,bert,185,8,7,0.875
tile:xla,train,bert_squad.2x2.fp32_-7c00ad6964808334,bert,1331,61,70,1.1475409836065573
tile:xla,train,bert_squad.2x2.fp32_-7e4f01b2e14c8e5e,bert,2640,40,41,1.025
tile:xla,train,bert_squad.2x2.fp32_143350b34bfdccd6,bert,863,40,39,0.975
tile:xla,train,bert_squad.2x2.fp32_158d0fd3f777c86f,bert,2653,36,36,1.0
tile:xla,train,bert_squad.2x2.fp32_20946b1e074a2ade,bert,1905,57,57,1.0
tile:xla,train,bert_squad.2x2.fp32_2f1fe820c7c813a5,bert,1932,37,37,1.0
tile:xla,train,bert_squad.2x2.fp32_322fdc4cc2e96776,bert,1781,58,60,1.0344827586206897
tile:xla,train,bert_squad.2x2.fp32_36507a8fed0974b9,bert,1905,54,54,1.0
tile:xla,train,bert_squad.2x2.fp32_3b66072c90ebbf4d,bert,388,73,78,1.0684931506849316
tile:xla,train,bert_squad.2x2.fp32_3ca760c387590ab4,bert,150,42,42,1.0
tile:xla,train,bert_squad.2x2.fp32_51dc58392c08fd5d,bert,1942,37,37,1.0
tile:xla,train,bert_squad.2x2.fp32_5701a8b5761d3538,bert,185,8,7,0.875
tile:xla,train,bert_squad.2x2.fp32_5745a8520ef4c67e,bert,270,22,21,0.9545454545454546
tile:xla,train,bert_squad.2x2.fp32_5a8ad6c9efce73ae,bert,67,32,32,1.0
tile:xla,train,bert_squad.2x2.fp32_5a8fc89ca92d7d77,bert,1932,40,40,1.0
tile:xla,train,bert_squad.2x2.fp32_604c9a51166bac5c,bert,2562,52,55,1.0576923076923077
tile:xla,train,bert_squad.2x2.fp32_630e5b55f3da4362,bert,1309,76,86,1.131578947368421
tile:xla,train,bert_squad.2x2.fp32_6532d92e7897d9cf,bert,1740,66,71,1.0757575757575757
tile:xla,train,bert_squad.2x2.fp32_6861ff8ba963890,bert,266,47,48,1.0212765957446808
tile:xla,train,bert_squad.2x2.fp32_6897437f6fd07265,bert,1941,29,28,0.9655172413793104
tile:xla,train,bert_squad.2x2.fp32_6bf98ccd807bb21c,bert,407,2,1,0.5
tile:xla,train,bert_squad.2x2.fp32_76b51532865cecb0,bert,383,52,61,1.1730769230769231
tile:xla,train,bert_squad.2x2.fp32_7d2e2cb197bf1ff9,bert,1038,22,21,0.9545454545454546
tile:xla,train,bert_squad.2x2.fp32_c7d50e1a378b43d,bert,268,10,9,0.9
tile:xla,train,brax_es_-28f9312ae68fcfa6,brax,73,13,12,0.9230769230769231
tile:xla,train,brax_es_-374c0072d10817da,brax,55,119,143,1.2016806722689075
tile:xla,train,brax_es_-37868e1e0d96b7f,brax,16,2,1,0.5
tile:xla,train,brax_es_-3a342b8ab0ab752a,brax,230,9,8,0.8888888888888888
tile:xla,train,brax_es_-3f1e45b01cc6e8a6,brax,65,27,30,1.1111111111111112
tile:xla,train,brax_es_-5393deb7bbd0cd21,brax,196,13,12,0.9230769230769231
tile:xla,train,brax_es_-57921f063f8395fb,brax,120,7,6,0.8571428571428571
tile:xla,train,brax_es_-5f43b2d1509bd574,brax,175,10,9,0.9
tile:xla,train,brax_es_-737c6a6df28f9987,brax,196,13,12,0.9230769230769231
tile:xla,train,brax_es_-74c50f47f28bf88,brax,18,394,711,1.8045685279187818
tile:xla,train,brax_es_-7e4066cb4d3b95a8,brax,109,26,32,1.2307692307692308
tile:xla,train,brax_es_-f108f2833fb7235,brax,626,21,21,1.0
tile:xla,train,brax_es_105d3f5733bb869d,brax,14,2,1,0.5
tile:xla,train,brax_es_106e492b457471cf,brax,611,7,6,0.8571428571428571
tile:xla,train,brax_es_16ed909325528c9f,brax,240,9,9,1.0
tile:xla,train,brax_es_1a366547d7d3885c,brax,322,10,9,0.9
tile:xla,train,brax_es_347346b0a7326472,brax,14,2,1,0.5
tile:xla,train,brax_es_3e1dddbc5c437b26,brax,108,394,711,1.8045685279187818
tile:xla,train,brax_es_3fb57bbd2392df16,brax,175,12,11,0.9166666666666666
tile:xla,train,brax_es_41ad8f129aacd367,brax,26,2,1,0.5
tile:xla,train,brax_es_47ff4fabf5ed32ce,brax,73,9,9,1.0
tile:xla,train,brax_es_4978a809bc15870b,brax,175,119,143,1.2016806722689075
tile:xla,train,brax_es_5b1adc97f1b71eda,brax,37,154,249,1.6168831168831168
tile:xla,train,brax_es_6a3323508bc7770a,brax,626,16,15,0.9375
tile:xla,train,brax_es_7345df0911c4a088,brax,175,7,6,0.8571428571428571
tile:xla,train,brax_es_e373cd2b8545564,brax,120,10,9,0.9
tile:xla,train,efficientnet_b7_eval_batch_1_-110f9417a8905506,efficientnet,13981,70,76,1.0857142857142856
tile:xla,train,efficientnet_b7_eval_batch_1_-15d7b7f52c4a2e3c,efficientnet,2023,59,61,1.0338983050847457
tile:xla,train,efficientnet_b7_eval_batch_1_-19afa2e830fe5a2e,efficientnet,3697,32,33,1.03125
tile:xla,train,efficientnet_b7_eval_batch_1_-1c3eeb1a454de6f0,efficientnet,13989,32,33,1.03125
tile:xla,train,efficientnet_b7_eval_batch_1_-1fe180c633be6bf1,efficientnet,1964,66,67,1.0151515151515151
tile:xla,train,efficientnet_b7_eval_batch_1_-2342cf129d1bb757,efficientnet,13999,57,57,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-24331afda3ebe305,efficientnet,780,21,21,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-2487cf495b666a0c,efficientnet,2031,45,44,0.9777777777777777
tile:xla,train,efficientnet_b7_eval_batch_1_-26579a0327693a86,efficientnet,1252,66,67,1.0151515151515151
tile:xla,train,efficientnet_b7_eval_batch_1_-27d068a771259791,efficientnet,1211,14,13,0.9285714285714286
tile:xla,train,efficientnet_b7_eval_batch_1_-2adde4fd6b61eb4f,efficientnet,2115,38,38,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-2d06333fc5c8d16e,efficientnet,1418,61,61,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-30d5c7b99e49ea43,efficientnet,1211,21,21,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-330330505cf090b7,efficientnet,183,43,49,1.1395348837209303
tile:xla,train,efficientnet_b7_eval_batch_1_-3394aca572c8ee7c,efficientnet,1559,14,13,0.9285714285714286
tile:xla,train,efficientnet_b7_eval_batch_1_-351d94fad9bff3bd,efficientnet,3020,14,13,0.9285714285714286
tile:xla,train,efficientnet_b7_eval_batch_1_-37d74c622609f634,efficientnet,1264,46,45,0.9782608695652174
tile:xla,train,efficientnet_b7_eval_batch_1_-3936e34d902be347,efficientnet,782,14,13,0.9285714285714286
tile:xla,train,efficientnet_b7_eval_batch_1_-3a91444074a2e617,efficientnet,652,43,49,1.1395348837209303
tile:xla,train,efficientnet_b7_eval_batch_1_-3e40af99ec69029c,efficientnet,2382,65,64,0.9846153846153847
tile:xla,train,efficientnet_b7_eval_batch_1_-3fe78ac0ebe49f9e,efficientnet,2061,66,67,1.0151515151515151
tile:xla,train,efficientnet_b7_eval_batch_1_-40c5900aa8dd1d38,efficientnet,1396,37,38,1.027027027027027
tile:xla,train,efficientnet_b7_eval_batch_1_-418d51370f99d5f1,efficientnet,11247,29,28,0.9655172413793104
tile:xla,train,efficientnet_b7_eval_batch_1_-42558a43ec6f1b37,efficientnet,1007,14,13,0.9285714285714286
tile:xla,train,efficientnet_b7_eval_batch_1_-43611c939e2093eb,efficientnet,1654,38,38,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-44b99cd00d752b41,efficientnet,35,2,1,0.5
tile:xla,train,efficientnet_b7_eval_batch_1_-4746747bb42bb9ee,efficientnet,1502,30,29,0.9666666666666667
tile:xla,train,efficientnet_b7_eval_batch_1_-47655feb557b02ca,efficientnet,1155,29,29,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-476eb14a86722116,efficientnet,35,2,1,0.5
tile:xla,train,efficientnet_b7_eval_batch_1_-489e6bba03c0d2e3,efficientnet,8304,22,21,0.9545454545454546
tile:xla,train,efficientnet_b7_eval_batch_1_-499cd57a6063894,efficientnet,11557,29,28,0.9655172413793104
tile:xla,train,efficientnet_b7_eval_batch_1_-4f0e016237018c19,efficientnet,3971,70,76,1.0857142857142856
tile:xla,train,efficientnet_b7_eval_batch_1_-5164265635696805,efficientnet,207,21,21,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-51c4c329293f6327,efficientnet,2342,21,21,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-526f07bc5e3ad251,efficientnet,12304,12,11,0.9166666666666666
tile:xla,train,efficientnet_b7_eval_batch_1_-546617444dc4cea2,efficientnet,1203,43,49,1.1395348837209303
tile:xla,train,efficientnet_b7_eval_batch_1_-567c50cd4100e351,efficientnet,796,62,64,1.032258064516129
tile:xla,train,efficientnet_b7_eval_batch_1_-58934212f84e15d3,efficientnet,2571,39,39,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-59c980097980a6d4,efficientnet,13997,57,57,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-5ac1b66665d93955,efficientnet,728,59,61,1.0338983050847457
tile:xla,train,efficientnet_b7_eval_batch_1_-5b4e1a0d47e14ae2,efficientnet,1841,29,29,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-622c3c223015924d,efficientnet,1020,9,8,0.8888888888888888
tile:xla,train,efficientnet_b7_eval_batch_1_-637c504f06b834df,efficientnet,1205,43,49,1.1395348837209303
tile:xla,train,efficientnet_b7_eval_batch_1_-6429faa916fa17c5,efficientnet,1152,38,38,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-66a81a2b99ee0451,efficientnet,1547,43,49,1.1395348837209303
tile:xla,train,efficientnet_b7_eval_batch_1_-67d052062f542155,efficientnet,13970,70,76,1.0857142857142856
tile:xla,train,efficientnet_b7_eval_batch_1_-6b1f3cabbe2d85a1,efficientnet,7465,32,33,1.03125
tile:xla,train,efficientnet_b7_eval_batch_1_-6d1807dbce7d3329,efficientnet,1395,43,49,1.1395348837209303
tile:xla,train,efficientnet_b7_eval_batch_1_-734b99b60f67d88a,efficientnet,999,57,57,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-78d73d4ca48643f8,efficientnet,2020,64,63,0.984375
tile:xla,train,efficientnet_b7_eval_batch_1_-7d514fbade0e38b4,efficientnet,1413,35,40,1.1428571428571428
tile:xla,train,efficientnet_b7_eval_batch_1_-7ef9377ab1ff3b99,efficientnet,1301,53,52,0.9811320754716981
tile:xla,train,efficientnet_b7_eval_batch_1_-7f1818c2a8d94309,efficientnet,1587,21,21,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-874d182b63e6cb6,efficientnet,810,13,12,0.9230769230769231
tile:xla,train,efficientnet_b7_eval_batch_1_-c528a12081ed57d,efficientnet,2057,70,70,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_-f27f80648022ba5,efficientnet,2382,60,62,1.0333333333333334
tile:xla,train,efficientnet_b7_eval_batch_1_-f38bff09eb2e63d,efficientnet,780,14,13,0.9285714285714286
tile:xla,train,efficientnet_b7_eval_batch_1_104f20d4d3c31167,efficientnet,12304,23,22,0.9565217391304348
tile:xla,train,efficientnet_b7_eval_batch_1_10d54ad55fedd36b,efficientnet,8496,70,76,1.0857142857142856
tile:xla,train,efficientnet_b7_eval_batch_1_1356cb992b44a705,efficientnet,35,2,1,0.5
tile:xla,train,efficientnet_b7_eval_batch_1_1624aa7df8a2db7a,efficientnet,5480,32,33,1.03125
tile:xla,train,efficientnet_b7_eval_batch_1_165c64d12eb58aa,efficientnet,798,28,27,0.9642857142857143
tile:xla,train,efficientnet_b7_eval_batch_1_1715fb319316351,efficientnet,13733,70,76,1.0857142857142856
tile:xla,train,efficientnet_b7_eval_batch_1_1761d42f0971a508,efficientnet,13996,57,57,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_18606e2b0a54233a,efficientnet,13987,70,76,1.0857142857142856
tile:xla,train,efficientnet_b7_eval_batch_1_19b722c5e539afca,efficientnet,513,43,49,1.1395348837209303
tile:xla,train,efficientnet_b7_eval_batch_1_1a65752bef0c167e,efficientnet,1248,57,58,1.0175438596491229
tile:xla,train,efficientnet_b7_eval_batch_1_1a9e7dcddc2ed6b6,efficientnet,2342,14,13,0.9285714285714286
tile:xla,train,efficientnet_b7_eval_batch_1_1aa66a24df3e63c0,efficientnet,282,23,23,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_1c0bc7d782362569,efficientnet,793,35,34,0.9714285714285714
tile:xla,train,efficientnet_b7_eval_batch_1_1c4c26822bc0860e,efficientnet,12304,12,11,0.9166666666666666
tile:xla,train,efficientnet_b7_eval_batch_1_1d9ec49155c0549f,efficientnet,1997,62,64,1.032258064516129
tile:xla,train,efficientnet_b7_eval_batch_1_1de49637eec1fb80,efficientnet,13994,57,57,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_1e9719e61cf7414,efficientnet,1155,19,19,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_1ea603f010f2ae73,efficientnet,1358,38,37,0.9736842105263158
tile:xla,train,efficientnet_b7_eval_batch_1_209ecee83bf0296,efficientnet,1139,66,67,1.0151515151515151
tile:xla,train,efficientnet_b7_eval_batch_1_20f3de02f85ac91e,efficientnet,1413,15,15,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_2326b2419453f7cd,efficientnet,13988,57,57,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_24792c29b6f73290,efficientnet,7992,57,57,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_2521de4a6aa7b3d6,efficientnet,11754,32,33,1.03125
tile:xla,train,efficientnet_b7_eval_batch_1_253bf56237af08ce,efficientnet,1301,45,44,0.9777777777777777
tile:xla,train,efficientnet_b7_eval_batch_1_25455fde5b6512b4,efficientnet,796,55,57,1.0363636363636364
tile:xla,train,efficientnet_b7_eval_batch_1_289a4a9db58e6099,efficientnet,11644,37,39,1.054054054054054
tile:xla,train,efficientnet_b7_eval_batch_1_2a2b841a7799fa95,efficientnet,2123,29,29,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_2ceca4e111d05858,efficientnet,1197,43,49,1.1395348837209303
tile:xla,train,efficientnet_b7_eval_batch_1_2df5a8e93ce3b434,efficientnet,245,70,70,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_323dee2f2d297773,efficientnet,2031,55,54,0.9818181818181818
tile:xla,train,efficientnet_b7_eval_batch_1_3399b1e47f2c2335,efficientnet,35,2,1,0.5
tile:xla,train,efficientnet_b7_eval_batch_1_3443a869e341e051,efficientnet,1413,19,19,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_3500a8a6a7faf7f2,efficientnet,2123,19,19,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_3ae1737da42a0501,efficientnet,12304,12,11,0.9166666666666666
tile:xla,train,efficientnet_b7_eval_batch_1_3b976ee52dedacf0,efficientnet,1381,19,19,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_3bf164836532d1ae,efficientnet,1589,62,64,1.032258064516129
tile:xla,train,efficientnet_b7_eval_batch_1_40fe708699a7cc0d,efficientnet,1153,57,58,1.0175438596491229
tile:xla,train,efficientnet_b7_eval_batch_1_462d6102533ea4e5,efficientnet,13616,70,76,1.0857142857142856
tile:xla,train,efficientnet_b7_eval_batch_1_4ca8b0743311418f,efficientnet,1587,14,13,0.9285714285714286
tile:xla,train,efficientnet_b7_eval_batch_1_4ea8a2573719514b,efficientnet,1502,20,19,0.95
tile:xla,train,efficientnet_b7_eval_batch_1_525f9887f6c564fa,efficientnet,13989,32,33,1.03125
tile:xla,train,efficientnet_b7_eval_batch_1_530d6476cfb84e7,efficientnet,6999,57,57,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_54bdf8a8cc23b8b5,efficientnet,1997,55,57,1.0363636363636364
tile:xla,train,efficientnet_b7_eval_batch_1_579f8943e831b7b8,efficientnet,2261,43,49,1.1395348837209303
tile:xla,train,efficientnet_b7_eval_batch_1_592a405bfe8c575f,efficientnet,782,21,21,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_599d97f0a9e9845f,efficientnet,13989,32,33,1.03125
tile:xla,train,efficientnet_b7_eval_batch_1_62b1ef394181b404,efficientnet,11247,18,17,0.9444444444444444
tile:xla,train,efficientnet_b7_eval_batch_1_65cee73337c2b5ef,efficientnet,13990,32,33,1.03125
tile:xla,train,efficientnet_b7_eval_batch_1_664000a7ece33b,efficientnet,2240,66,67,1.0151515151515151
tile:xla,train,efficientnet_b7_eval_batch_1_6743675c3821818,efficientnet,7461,70,76,1.0857142857142856
tile:xla,train,efficientnet_b7_eval_batch_1_67acc10308edcf35,efficientnet,1656,19,19,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_6813c8b9503be076,efficientnet,13989,32,33,1.03125
tile:xla,train,efficientnet_b7_eval_batch_1_68894b0024199112,efficientnet,1395,39,43,1.1025641025641026
tile:xla,train,efficientnet_b7_eval_batch_1_6926f5aa21631bb,efficientnet,1737,70,70,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_6d50af9c2e63e4f6,efficientnet,11247,18,17,0.9444444444444444
tile:xla,train,efficientnet_b7_eval_batch_1_6e29769eb824f207,efficientnet,1841,19,19,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_6ea64c1ee7a19f8f,efficientnet,1395,25,24,0.96
tile:xla,train,efficientnet_b7_eval_batch_1_731238616e27f67,efficientnet,1424,57,58,1.0175438596491229
tile:xla,train,efficientnet_b7_eval_batch_1_75eefc53e3b607e4,efficientnet,2023,37,38,1.027027027027027
tile:xla,train,efficientnet_b7_eval_batch_1_75f8be2893f6d4b0,efficientnet,13995,57,57,1.0
tile:xla,train,efficientnet_b7_eval_batch_1_77feb0300a2d68ac,efficientnet,1264,19,19,1.0
